Date,Open,High,Low,Close,Volume
10/25/2016,9.4904,9.4985,9.3699,9.4537,0
10/24/2016,9.4939,9.5052,9.4507,9.4944,0
10/21/2016,9.5051,9.5163,9.4403,9.493,0
10/20/2016,9.527,9.5425,9.4701,9.5054,0
10/19/2016,9.5372,9.5671,9.5044,9.5322,0
10/18/2016,9.4486,9.5652,9.4443,9.5417,0
10/17/2016,9.4541,9.4698,9.4143,9.4529,0
10/14/2016,9.5068,9.5146,9.4386,9.4554,0
10/13/2016,9.4662,9.5229,9.4105,9.5061,0
10/12/2016,9.4,9.5642,9.3881,9.4697,0
10/11/2016,9.5899,9.6055,9.3763,9.405,0
10/10/2016,9.6426,9.6605,9.5744,9.5919,0
10/7/2016,9.7843,9.7949,9.168,9.6467,0
10/6/2016,9.8856,9.8987,9.7735,9.7851,0
10/5/2016,9.8709,9.9078,9.8378,9.8894,0
10/4/2016,9.9583,9.9756,9.8614,9.8726,0
10/3/2016,10.0348,10.0437,9.9384,9.9602,0
9/30/2016,10.0568,10.1008,10.0304,10.0649,0
9/29/2016,10.0899,10.127,10.0435,10.059,0
9/28/2016,10.0973,10.1071,10.0626,10.0945,0
9/27/2016,10.0602,10.1027,10.0292,10.0987,0
9/26/2016,10.0458,10.0738,10.0157,10.063,0
9/23/2016,10.1381,10.1568,10.0145,10.0628,0
9/22/2016,10.1054,10.1771,10.0993,10.1427,0
9/21/2016,10.0743,10.1196,10.0385,10.103,0
9/20/2016,10.1061,10.1358,10.0407,10.0753,0
9/19/2016,10.0807,10.1574,10.0784,10.1078,0
9/16/2016,10.2677,10.2843,10.0795,10.0875,0
9/15/2016,10.2642,10.3024,10.2234,10.2708,0
9/14/2016,10.232,10.2736,10.1909,10.2681,0
9/13/2016,10.3433,10.351,10.2141,10.2367,0
9/12/2016,10.2911,10.3568,10.2663,10.3476,0
9/9/2016,10.3099,10.3501,10.2667,10.2913,0
9/8/2016,10.346,10.3761,10.3002,10.3139,0
9/7/2016,10.42,10.4241,10.3275,10.347,0
9/6/2016,10.3136,10.4289,10.3075,10.4227,0
9/5/2016,10.3103,10.3767,10.3033,10.318,0
9/2/2016,10.2921,10.3586,10.2762,10.3093,0
9/1/2016,10.1897,10.3312,10.1799,10.2932,0
8/31/2016,10.146,10.2061,10.1337,10.1914,0
8/30/2016,10.1659,10.1791,10.1277,10.1484,0
8/29/2016,10.186,10.192,10.1261,10.1627,0
8/26/2016,10.2274,10.2996,10.1751,10.1895,0
8/25/2016,10.2579,10.2852,10.2087,10.2302,0
8/24/2016,10.2265,10.2931,10.2024,10.2606,0
8/23/2016,10.1806,10.2445,10.1766,10.2328,0
8/22/2016,10.1241,10.2018,10.0992,10.1868,0
8/19/2016,10.2112,10.2242,10.0943,10.1377,0
8/18/2016,10.112,10.2149,10.1042,10.2096,0
8/17/2016,10.1134,10.1501,10.0618,10.1136,0
8/16/2016,9.9868,10.1222,9.9824,10.1158,0
8/15/2016,10.0182,10.0407,9.9764,9.9893,0
8/12/2016,10.048,10.1134,10.0051,10.0233,0
8/11/2016,10.0863,10.1056,10.0308,10.0485,0
8/10/2016,10.0855,10.1585,10.0738,10.0919,0
8/9/2016,10.1129,10.1245,10.048,10.0855,0
8/8/2016,10.1484,10.1582,10.1035,10.1147,0
8/5/2016,10.1628,10.2206,10.0958,10.1379,0
8/4/2016,10.3376,10.3548,10.1597,10.1668,0
8/3/2016,10.3637,10.3746,10.3017,10.3409,0
8/2/2016,10.2269,10.3746,10.2186,10.3666,0
8/1/2016,10.2665,10.2999,10.2103,10.2271,0
7/29/2016,10.21,10.3218,10.195,10.2604,0
7/28/2016,10.2528,10.2768,10.1717,10.2111,0
7/27/2016,10.1851,10.2661,10.1375,10.2553,0
7/26/2016,10.1879,10.2237,10.1256,10.1863,0
7/25/2016,10.1745,10.2119,10.1553,10.1934,0
7/22/2016,10.2613,10.3075,10.1431,10.1707,0
7/21/2016,10.2414,10.2973,10.2033,10.2641,0
7/20/2016,10.166,10.259,10.1291,10.2454,0
7/19/2016,10.2768,10.2949,10.137,10.1685,0
7/18/2016,10.2289,10.3243,10.2057,10.2794,0
7/15/2016,10.3439,10.4541,10.1815,10.2298,0
7/14/2016,10.1922,10.4506,10.1607,10.3453,0
7/13/2016,10.2752,10.3485,10.1832,10.1975,0
7/12/2016,10.076,10.3167,10.0599,10.2737,0
7/11/2016,10.0454,10.1003,9.9677,10.0806,0
7/8/2016,10.0129,10.1001,9.9889,10.0513,0
7/7/2016,10.0294,10.1253,9.9858,10.0157,0
7/6/2016,10.0987,10.1107,9.9285,10.0318,0
7/5/2016,10.3093,10.316,10.0841,10.1035,0
7/4/2016,10.2946,10.3513,10.2607,10.3119,0
7/1/2016,10.3265,10.3595,10.2739,10.2892,0
6/30/2016,10.4185,10.4721,10.243,10.3283,0
6/29/2016,10.3492,10.5016,10.3061,10.4177,0
6/28/2016,10.258,10.4128,10.2413,10.3517,0
6/27/2016,10.5254,10.5282,10.1805,10.2661,0
6/24/2016,11.5341,11.6517,10.2617,10.6175,0
6/23/2016,11.4081,11.594,11.4035,11.542,0
6/22/2016,11.3649,11.4633,11.3568,11.4109,0
6/21/2016,11.4058,11.4693,11.3369,11.3665,0
6/20/2016,11.1257,11.4257,11.1257,11.4076,0
6/17/2016,11.0188,11.1681,11.013,11.1423,0
6/16/2016,11.0208,11.0608,10.8726,11.0198,0
6/15/2016,10.9509,11.0369,10.9324,11.0236,0
6/14/2016,11.0777,11.0801,10.9332,10.9549,0
6/13/2016,11.0651,11.1084,10.9553,11.0795,0
6/10/2016,11.2201,11.2351,11.0056,11.0679,0
6/9/2016,11.2506,11.2741,11.2111,11.2231,0
6/8/2016,11.2905,11.336,11.2488,11.2537,0
6/7/2016,11.216,11.3758,11.2098,11.2945,0
6/6/2016,11.2731,11.2826,11.1477,11.2171,0
6/3/2016,11.2059,11.3283,11.1862,11.2791,0
6/2/2016,11.2,11.2471,11.1908,11.2077,0
6/1/2016,11.2498,11.2709,11.1782,11.2025,0
5/31/2016,11.3721,11.4378,11.2371,11.2515,0
5/30/2016,11.3415,11.3753,11.3301,11.3736,0
5/27/2016,11.3916,11.4097,11.3388,11.3588,0
5/26/2016,11.4106,11.4467,11.3663,11.3948,0
5/25/2016,11.3675,11.4365,11.338,11.4124,0
5/24/2016,11.2486,11.3785,11.2366,11.3701,0
5/23/2016,11.2661,11.3036,11.2155,11.2515,0
5/20/2016,11.3479,11.3529,11.249,11.2656,0
5/19/2016,11.3333,11.3902,11.3052,11.3498,0
5/18/2016,11.2222,11.3663,11.1786,11.3359,0
5/17/2016,11.1759,11.2759,11.1728,11.2275,0
5/16/2016,11.1374,11.1958,11.1241,11.1806,0
5/13/2016,11.2113,11.2194,11.1312,11.1504,0
5/12/2016,11.2101,11.2794,11.1753,11.2129,0
5/11/2016,11.2076,11.2462,11.168,11.2126,0
5/10/2016,11.1845,11.238,11.166,11.2115,0
5/9/2016,11.1973,11.2386,11.1524,11.1856,0
5/6/2016,11.239,11.2864,11.1824,11.2001,0
5/5/2016,11.2502,11.2787,11.2064,11.2435,0
5/4/2016,11.2799,11.3083,11.2208,11.2495,0
5/3/2016,11.3813,11.4605,11.2767,11.2817,0
5/2/2016,11.3319,11.4022,11.3063,11.3831,0
4/29/2016,11.3312,11.3813,11.3067,11.3359,0
