Date,Open,High,Low,Close,Adj Close,Volume
3/11/2013,32.200001,32.599998,31.700001,31.950001,28.964752,1708417
3/12/2013,31.950001,32.400002,31.799999,32.099998,29.100735,1597412
3/13/2013,31.799999,32.099998,30.9,31.1,28.19417,2922548
3/14/2013,30.549999,31.35,30.5,31,28.103514,2704634
3/15/2013,31.65,31.9,30.85,30.950001,28.058184,3487274
3/18/2013,30.75,31.15,30.35,31.15,28.239496,2427267
3/19/2013,30.950001,31.1,30.5,30.65,27.786215,3164000
3/20/2013,30.799999,32.25,30.75,32.099998,29.100735,3876986
3/21/2013,32.25,32.900002,30.799999,31.25,28.330154,5364256
3/22/2013,31.799999,32.200001,31.15,32,29.01008,2939218
3/25/2013,32,32.799999,31.65,32.299999,29.282049,2942187
3/26/2013,32.200001,33.900002,32.200001,33.5,30.369926,7810269
3/27/2013,34.150002,36.900002,33.900002,36.25,32.86298,8645038
3/28/2013,36.349998,38.299999,36,37.299999,33.814877,9376933
4/2/2013,37.299999,37.650002,35.849998,36.5,33.089622,4957545
4/3/2013,36.5,38,36.5,37.299999,33.814877,7117899
4/5/2013,37.299999,37.299999,36.150002,36.75,33.316261,9897750
4/8/2013,36.599998,37.799999,36.299999,37.299999,33.814877,2961865
4/9/2013,37,37.900002,36.049999,36.950001,33.497581,6569901
4/10/2013,37.599998,39.150002,36.950001,38.75,35.129395,4713740
4/11/2013,38.849998,39.450001,37,37.75,34.222832,8628500
4/12/2013,37.849998,38.799999,37.700001,38.549999,34.948074,4797996
4/15/2013,37.900002,38.900002,37.900002,38.75,35.129395,5936500
4/16/2013,38,38.650002,37.549999,38.5,34.902744,3885500
4/17/2013,38.650002,38.849998,37.900002,38.200001,34.630783,3404824
4/18/2013,37.400002,37.450001,36.650002,36.900002,33.452248,9146955
4/19/2013,36.599998,36.799999,34.849998,35.099998,31.820431,11806813
4/22/2013,34.5,36,34.5,36,32.636345,7966753
4/23/2013,35.900002,35.900002,34.900002,35.599998,32.273708,6438087
4/24/2013,35.200001,35.900002,35.150002,35.900002,32.545681,3058394
4/25/2013,36.299999,36.549999,35.599998,36.049999,32.681664,4368067
4/26/2013,35.650002,37.400002,35.650002,37.349998,33.860195,4689910
4/29/2013,36.75,37.5,36.700001,37.450001,33.950855,2284920
4/30/2013,37.349998,38.299999,37.349998,37.849998,34.31348,3766247
5/2/2013,37.849998,38.200001,37.299999,37.650002,34.132175,4055271
5/3/2013,37.549999,37.950001,37.299999,37.700001,34.177505,4753631
5/6/2013,38.799999,39,37.599998,37.650002,34.132175,5617357
5/7/2013,37.599998,38.849998,37.599998,38.75,35.129395,4221929
5/8/2013,39.200001,39.700001,38.200001,39.049999,35.401363,6333544
5/9/2013,39.75,40.599998,39.299999,39.950001,36.217274,6445000
5/10/2013,40,40.700001,39.900002,40,36.2626,2297156
5/13/2013,40,41.049999,39.700001,41,37.169159,4154340
5/14/2013,41.299999,43.049999,41,42.549999,38.574337,4263112
5/15/2013,43.450001,44.25,42.849998,43.400002,39.344917,4931923
5/16/2013,44,44.25,42,44,39.888863,6780559
5/20/2013,44,45.400002,44,44.450001,40.296814,5370085
5/21/2013,44.450001,44.5,42.900002,43.299999,39.254257,6328837
5/22/2013,43.299999,44.650002,43,43.849998,39.752872,3995623
5/23/2013,44.5,44.799999,41.5,42.400002,38.438362,6533180
5/24/2013,43.200001,43.75,41.950001,43.700001,39.61689,3581969
5/27/2013,43.5,44.450001,42.700001,44.349998,40.679039,3477121
5/28/2013,44.349998,44.5,43.700001,44.25,40.587318,6178748
5/29/2013,44,44.099998,43.099998,43.5,39.899399,5983658
5/30/2013,43.900002,44.200001,43.049999,43.25,39.670086,7220760
5/31/2013,44.549999,44.650002,42.849998,44.049999,40.403866,52174914
6/3/2013,43,44.75,43,44.25,40.587318,12321329
6/4/2013,44.25,47.049999,44.25,46.400002,42.559357,5211652
6/5/2013,46.049999,46.849998,45.099998,46.049999,42.238323,5781392
6/6/2013,47.400002,47.950001,45.25,45.5,41.733856,4479285
6/7/2013,46.349998,46.349998,43.849998,44,40.358013,4317980
6/10/2013,45.299999,45.900002,43.200001,44.849998,41.13765,4569181
6/11/2013,45.099998,45.950001,43.450001,43.700001,40.08284,5797480
6/13/2013,43.700001,44.299999,40.849998,41.400002,37.973217,10790689
6/14/2013,42,42.75,40.650002,41.5,38.064941,8195301
6/17/2013,41.700001,42.400002,40.849998,41.450001,38.019077,4271500
6/18/2013,41.650002,41.650002,40.5,41.049999,37.652184,4926665
6/19/2013,41.799999,42.150002,41.25,42,38.523556,5228996
6/20/2013,42,42.25,39.549999,41.5,38.064941,5867260
6/21/2013,39.450001,40.950001,39.099998,40.400002,37.055992,5336662
6/24/2013,40.400002,40.400002,37.599998,38.5,35.313259,3343532
6/25/2013,38,41,38,40.349998,37.010128,4654230
6/26/2013,40.950001,41.450001,39.900002,40.849998,37.468739,4454478
6/27/2013,42,42.299999,41.549999,42.049999,38.569408,3694269
6/28/2013,43.75,44,43.200001,43.799999,40.174561,4823529
7/2/2013,43.799999,46.5,43.200001,43.75,40.128704,3507539
7/3/2013,45.049999,45.5,42.25,42.400002,38.890446,2895946
7/4/2013,43,43,39.950001,40.5,37.147717,5160895
7/5/2013,41.299999,41.299999,39.549999,40.25,36.918407,4498501
7/8/2013,40.25,41.450001,39.799999,40.900002,37.514603,4815903
7/9/2013,40,40.450001,37.25,38.349998,35.175678,9157709
7/10/2013,37.299999,37.299999,35.150002,35.900002,32.928471,17248906
7/11/2013,36.349998,37.150002,36,36.849998,33.799831,9064109
7/12/2013,37.049999,37.75,36.549999,37.5,34.39603,4238036
7/15/2013,37.400002,39.099998,37.049999,38.799999,35.588425,4939373
7/16/2013,40.799999,40.799999,37.549999,37.950001,34.808781,6017468
7/17/2013,37.549999,37.75,35.349998,36.049999,33.066051,10379613
7/18/2013,36.200001,36.75,34.849998,35.900002,32.928471,5816057
7/19/2013,34.5,34.5,32.75,33.849998,31.048155,15438589
7/22/2013,33.900002,34.700001,33.150002,33.650002,30.864702,6954286
7/23/2013,33.650002,35,33.650002,34.450001,31.598488,7441589
7/24/2013,35.5,36.400002,34.700001,35.549999,32.607433,6634972
7/25/2013,35.5,37.650002,35.450001,37.599998,34.487751,7674748
7/26/2013,36.650002,37,36.200001,36.599998,33.570522,6526492
7/29/2013,35.75,36.75,35.5,36.75,33.708111,3514444
7/30/2013,36.950001,36.950001,36.25,36.599998,33.570522,2273947
7/31/2013,36.200001,36.650002,36.049999,36.099998,33.111908,6330888
8/1/2013,37.400002,37.450001,36.5,37.200001,34.120861,4167100
8/2/2013,37.799999,37.799999,36,36.049999,33.066051,4609081
8/5/2013,36.049999,37.200001,35.900002,36.5,33.478806,2804984
8/6/2013,36.049999,37,36.049999,36.599998,33.570522,3623155
8/7/2013,36.200001,36.599998,35.400002,35.950001,32.974331,4874064
8/8/2013,36.150002,36.450001,35.400002,35.950001,32.974331,2312033
8/9/2013,36.049999,36.599998,35.549999,36.5,33.478806,2435839
8/12/2013,36.5,36.75,35.900002,36.150002,33.157776,2449885
8/13/2013,36.5,37.549999,35.650002,37.400002,34.304306,4353411
8/14/2013,37.400002,37.400002,37.400002,37.400002,34.304306,0
8/15/2013,38.099998,39.150002,38.099998,38.900002,35.680153,7984072
8/16/2013,38.049999,39.799999,37.75,38.349998,35.175678,4477889
8/19/2013,38,38,35.150002,35.349998,32.423996,11173462
8/20/2013,34.900002,35.200001,33.549999,33.75,30.956427,12101604
8/21/2013,34,35.099998,33.900002,35,32.102962,7013815
8/22/2013,34.299999,37.200001,34.299999,37,33.937424,9937293
8/23/2013,37,37,35.349998,35.549999,32.607433,6048500
8/26/2013,35.200001,36.200001,34.849998,35.299999,32.378132,2134274
8/27/2013,34.799999,35.650002,34.349998,34.549999,31.69021,5519495
8/28/2013,33.900002,34.599998,33.900002,34.25,31.415043,1965241
8/29/2013,34.25,35.200001,34.25,34.900002,32.011238,3698570
8/30/2013,35.200001,35.400002,34.549999,35.400002,32.469852,3297006
9/2/2013,35,35.700001,35,35.599998,32.653294,2692598
9/3/2013,35.599998,36.799999,35.599998,36.5,33.478806,5870000
9/4/2013,36.5,38.150002,36.349998,37.75,34.625332,4754115
9/5/2013,38.849998,38.950001,37.200001,37.450001,34.57917,6366891
9/6/2013,38.099998,38.099998,36.75,37.450001,34.57917,3096606
9/9/2013,38,38.299999,37.599998,38.049999,35.133171,2804900
9/10/2013,38.799999,39.200001,37.900002,38.349998,35.410175,3528194
9/11/2013,38.349998,38.349998,36,36.75,33.932831,6871891
9/12/2013,36.099998,36.099998,35.049999,35.200001,32.501648,7504782
9/13/2013,35.299999,35.349998,34.599998,35,32.316986,6922454
9/16/2013,35.599998,36.299999,35.5,36.099998,33.332653,10770263
9/17/2013,36,37.049999,36,36.799999,33.979,6204553
9/18/2013,37.799999,37.799999,36.700001,37.049999,34.209831,2192500
9/19/2013,37.849998,37.950001,36.950001,37,34.163666,3481546
9/23/2013,37,37.549999,36.5,37.099998,34.256001,2522795
9/24/2013,37.549999,37.900002,36.549999,37.700001,34.810009,5665092
9/25/2013,37.049999,38,37,37.799999,34.902336,2641593
9/26/2013,37.5,37.799999,37.049999,37.349998,34.486835,1910632
9/27/2013,37.450001,37.450001,36.549999,36.650002,33.840496,1516856
9/30/2013,36.599998,36.599998,35.150002,35.25,32.547817,4418952
10/2/2013,35.25,36.599998,35.25,36.400002,33.609661,5458644
10/3/2013,36.299999,36.700001,35.799999,36.049999,33.286488,3651342
10/4/2013,36,36.400002,35.75,36.25,33.471157,2024483
10/7/2013,36.549999,37,36.25,36.5,33.701996,2251590
10/8/2013,36.5,36.799999,35.799999,36.150002,33.378834,3524304
10/9/2013,36,36,34.799999,34.849998,32.178478,6814715
10/10/2013,35,35.950001,34.349998,35.799999,33.055649,4902100
10/11/2013,35.849998,36,35.049999,35.400002,32.686321,5061824
10/15/2013,35.400002,35.799999,33.5,34.099998,31.485968,8946839
