Date,Open,High,Low,Close,Adj Close,Volume
3/8/2013,43978.92969,44323.62109,43802.78125,44322.51172,44322.51172,319998400
3/11/2013,44322.85156,44322.85156,43794.10938,44013.30078,44013.30078,321011000
3/12/2013,44019.26172,44019.53906,43731.69141,43965.41016,43965.41016,359055200
3/13/2013,43972.75,43976.76172,43274.98828,43278.10938,43278.10938,467366400
3/14/2013,43278.10938,43644.21094,43035.03125,43348.51953,43348.51953,454178800
3/15/2013,43348.51953,43389.30078,42604.98828,42605.05078,42605.05078,659465400
3/19/2013,42632.46094,42885.41016,41881.30859,42060.60938,42060.60938,335554200
3/20/2013,42047.26953,42509.85156,41974.85156,42497.96875,42497.96875,387862800
3/21/2013,42487.51953,42564.62891,42292.64844,42531.07031,42531.07031,400790800
3/22/2013,42560.64844,42726.33984,42454.42188,42686.67969,42686.67969,387736800
3/25/2013,42686.01953,42902.76953,42591.46875,42900.82813,42900.82813,291253600
3/26/2013,42904.82813,43666.44922,42904.82813,43664.73047,43664.73047,421084400
3/27/2013,43665.71875,44087.33984,43408.35156,44077.08984,44077.08984,325048200
4/1/2013,44052.26172,44263.35938,43913.12109,43932.51953,43932.51953,160765600
4/2/2013,43932.5,44246.07031,43923.85156,44113.5,44113.5,240602800
4/3/2013,44113.57813,44241.44922,43634.19922,43717.57031,43717.57031,254672000
4/4/2013,43697.51172,43812.94922,43371.82813,43566.69141,43566.69141,191626600
4/5/2013,43564.07813,43587.28906,42955,43244.25,43244.25,224572800
4/8/2013,43247.58984,43456.37109,43174.30859,43430.98828,43430.98828,261603800
4/9/2013,43432.98828,43991.94141,43345.58984,43973.17969,43973.17969,311133000
4/10/2013,43979.53125,44466.73828,43979.53125,44380.82813,44380.82813,291611200
4/11/2013,44400.44141,44422.66016,44178.51953,44408.42969,44408.42969,278139600
4/12/2013,44401.21094,44401.21094,43860.07031,44004.26953,44004.26953,194226400
4/15/2013,43987.51953,44034.23047,42983.64844,42984.37891,42984.37891,272928800
4/16/2013,43006.19922,43311.39844,43006.19922,43223.69141,43223.69141,222348600
4/17/2013,43232.25,43232.25,42418.83984,42610.91016,42610.91016,365442600
4/18/2013,42610.98828,42615.5,42162.94141,42460.21094,42460.21094,277203000
4/19/2013,42460.21094,42811.91016,42289.94922,42808.17188,42808.17188,350494000
4/22/2013,42820.03125,42967.07813,42678.76953,42914.19922,42914.19922,228217600
4/23/2013,42922.23828,43296.14844,42920.83984,43113.60938,43113.60938,198267800
4/24/2013,43112.76953,43112.76953,42202.69922,42294.92969,42294.92969,257314800
4/25/2013,42289.41016,42633.37891,42124.98828,42547.46875,42547.46875,339225600
4/26/2013,42544.12109,42544.12109,41896.92188,41897,41897,268203600
4/29/2013,41897.35156,42092.80078,41624.48828,41910.53125,41910.53125,179840800
4/30/2013,41918.23047,42278.07813,41842.89844,42263.48047,42263.48047,282710800
5/2/2013,42266.94141,42387.07813,42013.98047,42090.01172,42090.01172,281120400
5/3/2013,42100.73047,42851.67969,42099.78906,42602.07031,42602.07031,293620000
5/6/2013,42606.08984,42624.80078,42178.57813,42197.98828,42197.98828,152316400
5/7/2013,42198.16016,42498.98828,42085.51953,42406.67188,42406.67188,247639000
5/8/2013,42401.73828,42609.57813,42102.14063,42102.14063,42102.14063,236607800
5/9/2013,42102.66016,42238.19141,41615,41682.64063,41682.64063,218126600
5/10/2013,41688.57813,41921.14844,41534.69141,41741.53906,41741.53906,219501200
5/13/2013,41743.96875,41945.25,41619.62109,41766.91016,41766.91016,211805000
5/14/2013,41775.46875,42040.60938,41659.48047,41925.14063,41925.14063,201471000
5/15/2013,41930.83984,42409.21094,41828.14844,41905.23047,41905.23047,340588600
5/16/2013,41912.14844,41951.60938,41755.64844,41761.10938,41761.10938,228691600
5/17/2013,41767.82031,42036.33984,41747.64063,41806.73047,41806.73047,230054600
5/20/2013,41810.01172,41901.46094,40934.32031,41080.42969,41080.42969,236854000
5/21/2013,41085.05078,41204.98828,40199.69922,40548.44141,40548.44141,243698800
5/22/2013,40533.67969,40969.53906,39973.42188,40119.01953,40119.01953,305848000
5/23/2013,40119.35938,40508.80078,39468.12891,40505.26953,40505.26953,247613200
5/24/2013,40505.60938,40561.51172,39979.98047,40521.26953,40521.26953,208165200
5/27/2013,40521.94141,40571.87109,39972.83984,40144.64844,40144.64844,64929800
5/28/2013,40147.25,40769.03125,40147.25,40764.03906,40764.03906,223127400
5/29/2013,40762.28125,40927.26172,40410.01172,40638.96875,40638.96875,275880600
5/30/2013,40648.35938,41250.80078,40648.35938,40984.5,40984.5,253153000
5/31/2013,40990.87891,41590.26172,40740.83984,41588.32031,41588.32031,847647400
6/3/2013,41587.62891,41590.17188,40849.92188,41094.82031,41094.82031,449256000
6/4/2013,41090.14844,41238.53125,40750.39844,40750.39844,40750.39844,223890000
6/5/2013,40750.39844,40834.10938,40090.80078,40226.32813,40226.32813,221025000
6/6/2013,40226.32813,40621.17188,40038.64844,40579.07813,40579.07813,213605400
6/7/2013,40580.05859,41331.55078,40222.39063,40232.67969,40232.67969,253175600
6/10/2013,40238.35938,40751.5,40236.10938,40721.35156,40721.35156,188476600
6/11/2013,40722.28906,40745.82031,39889.87109,39890.23828,39890.23828,370886000
6/12/2013,39888.78125,39984.05859,38886.76953,39480.35156,39480.35156,252074800
6/13/2013,39483.42188,39772.05859,39402.96875,39481.46875,39481.46875,214691200
6/14/2013,39487.07813,39609.83984,39266.76953,39269.30078,39269.30078,203730000
6/17/2013,39264.42969,39767.39063,39252.19141,39549.46094,39549.46094,159262800
6/18/2013,39559.66016,39861.51953,39454.28125,39459.98047,39459.98047,234999600
6/19/2013,39460.01172,39603.10938,38801.19141,39044.94922,39044.94922,288693800
6/20/2013,39035.28125,39035.28125,37380.78906,37517.23047,37517.23047,363996800
6/21/2013,37518.26172,38159.30859,37256.21875,38036.46094,38036.46094,781831200
6/24/2013,38037.83984,38037.83984,37034.30078,37517.35938,37517.35938,260307800
6/25/2013,37517.35938,38071.76172,37485.64063,37901.76953,37901.76953,334307800
6/26/2013,37919.5,39002.73828,37913.39844,38805.26953,38805.26953,379067200
6/27/2013,38808.60938,39789.07031,38808.60938,39650.75,39650.75,391843000
6/28/2013,39651.26953,40624.01953,39614.19141,40623.30078,40623.30078,513333200
7/1/2013,40624.33984,41185.23828,40401.07813,41176.80078,41176.80078,258805000
7/2/2013,41176.80078,41219.55859,40617.17969,40832.48047,40832.48047,331651000
7/3/2013,40834.41016,40957.16016,40522.96875,40828.85156,40828.85156,255468400
7/4/2013,40829.37109,41269.23828,40829.37109,41200.39844,41200.39844,93641200
7/5/2013,41201.60938,41285.19922,40107.08984,40623.08984,40623.08984,202348200
7/8/2013,40634.14063,40771.83984,40071.64063,40071.64063,40071.64063,215239200
7/9/2013,40073.01953,40422.66016,40073.01953,40221,40221,192435600
7/10/2013,40221.35156,40241.10938,39915.12891,39999.01953,39999.01953,160826800
7/11/2013,39996,40575.48828,39996,40479.82813,40479.82813,245685200
7/12/2013,40475.60156,40558.55078,40071.53125,40329.80859,40329.80859,254041400
7/15/2013,40332.48828,40556.60156,40143.14063,40322.32031,40322.32031,199166200
7/16/2013,40320.98047,40377.42969,39290.25,39659.51172,39659.51172,218562600
7/17/2013,39657.64844,40246.07813,39657.51172,40240.19141,40240.19141,348704200
7/18/2013,40227.28125,40346.01172,40091.46094,40245.30859,40245.30859,241552400
7/19/2013,40242.71875,40244.07813,39843.32813,39891.67188,39891.67188,132454800
7/22/2013,39885.62891,40245.85156,39775.41016,40117.67188,40117.67188,247268800
7/23/2013,40117.67188,40790.21094,40054.35156,40790.16016,40790.16016,239445200
7/24/2013,40766.16016,40922.69141,40665.05859,40839.03906,40839.03906,167041800
7/25/2013,40844.73828,40988.17188,40692.01953,40752.08984,40752.08984,231567600
7/26/2013,40762.10938,41241.33984,40748.71094,41064.57813,41064.57813,245115400
7/29/2013,41059.07813,41135.53906,40341.62109,40341.85938,40341.85938,196555600
7/30/2013,40341.85938,40524.14063,40142.5,40236.55078,40236.55078,196265300
7/31/2013,40247.28125,41108.69922,40081.75,40837.87891,40837.87891,289151600
8/1/2013,40838.73828,42003.17188,40838.73828,41863.76172,41863.76172,253153400
8/2/2013,41866.85938,42280.19922,41660.57031,42051.60156,42051.60156,214941300
8/5/2013,42052.80859,42143.55859,41801.85938,41918.41016,41918.41016,134463600
8/6/2013,41903.35938,42048.44922,41413.64063,41914.82031,41914.82031,210337400
8/7/2013,41914.98047,42305.01953,41717,42246.5,42246.5,231666800
8/8/2013,42244.48047,42713.48047,42224.32813,42712.05078,42712.05078,266772700
8/9/2013,42712.57031,42737.30078,42147.94141,42648.73828,42648.73828,360228100
8/12/2013,42649.78125,42781.83984,42094.19141,42124.83984,42124.83984,208348200
8/13/2013,42145,42441.46094,41987.37891,42366.44922,42366.44922,220783900
8/14/2013,42369.80078,42723.87109,42280.67969,42430.10938,42430.10938,203868700
8/15/2013,42430.10938,42432.17188,41890.39844,42155.33984,42155.33984,177656700
8/16/2013,42149.96875,42217.28125,41963.73047,42049.69922,42049.69922,120487300
8/19/2013,42049.69922,42078.71875,41319.85938,41484.25,41484.25,237526300
8/20/2013,41494.98828,41865.53906,41288.94141,41825.39844,41825.39844,214389200
8/21/2013,41824.71094,41858.60938,41262.32813,41458.16016,41458.16016,239753800
8/22/2013,41465.48828,41711.01953,40770.82031,41007.42969,41007.42969,226841100
8/23/2013,41004.51172,41129.48828,40681.26953,40925.12891,40925.12891,199654800
8/26/2013,40925.12891,41054,40368.57031,40419.92969,40419.92969,236052100
8/27/2013,40419.57813,40427.67969,39525.03125,39656,39656,267803800
8/28/2013,39653.75,39833.69141,39244.58984,39248.07031,39248.07031,230740700
8/29/2013,39248.71094,39527.53906,38953.08984,39162.48828,39162.48828,275476200
8/30/2013,39157.32813,39687.60156,39148.07813,39492.37109,39492.37109,1759968000
9/2/2013,39491.12891,40176.91016,39491.12891,40129.03906,40129.03906,91782800
9/3/2013,40132.85156,40377.85938,39352.71875,39541.51172,39541.51172,231366600
9/4/2013,39541.83984,39986,39403.73047,39773.53125,39773.53125,216586600
9/5/2013,39725.98047,39863.28906,39558.83984,39686.44922,39686.44922,158842600
9/6/2013,39690.80078,40216.55859,39580.73047,39915.05859,39915.05859,213433800
9/9/2013,39916.21875,41019.26172,39846.10938,40953.85156,40953.85156,225738000
9/10/2013,40958.98828,41732.98047,40822.03125,41732.98047,41732.98047,266476200
9/11/2013,41744.12891,42158.14063,41403.44141,41640.53125,41640.53125,226635400
9/12/2013,41637.53906,41656.39063,40692.94141,40785.67969,40785.67969,150264200
9/13/2013,40797.64063,41183.03906,40745.03125,41122.46875,41122.46875,147325800
9/17/2013,41122.46875,41385.12891,40799.91016,41137.67188,41137.67188,197425200
9/18/2013,41136.85938,41987.85156,40857.83984,41902.19922,41902.19922,221658300
9/19/2013,41903.37109,42195.12109,41733.03906,41752.26172,41752.26172,273393900
9/20/2013,41749.42188,41799.73828,41224.39844,41225.98047,41225.98047,410669100
9/23/2013,41222.23047,41314.80859,40934.01172,41314.67969,41314.67969,238922700
9/24/2013,41331.82031,41387.12109,41104.91016,41209.94922,41209.94922,211279500
9/25/2013,41203.14063,41799.85156,41020.12891,41724.03125,41724.03125,271351300
9/26/2013,41724.83984,41835.01953,41317.25,41327.57813,41327.57813,227139200
9/27/2013,41316.69141,41408.30078,40887.17188,40903.64844,40903.64844,186593600
9/30/2013,40900.10938,40903.60938,40182.92969,40185.23047,40185.23047,262402400
10/1/2013,40185.51172,41369.51172,40126.94922,41335.26953,41335.26953,199679800
10/2/2013,41321.94141,41324.05078,40987.62891,41300.66016,41300.66016,172601400
10/3/2013,41295.76172,41458.89844,40648.19922,40841.12891,40841.12891,123690200
10/4/2013,40847.44141,41150.30859,40766.16016,40909.53906,40909.53906,171161200
10/7/2013,40909.46094,40911.26172,40306.42188,40451.16016,40451.16016,129615900
10/8/2013,40455.51953,40561.28125,39678.53906,39916.83984,39916.83984,200897400
10/9/2013,39916.83984,39974.25,39648.10938,39866.17188,39866.17188,175506800
10/10/2013,39863.87109,40701.35156,39863.87109,40489.94922,40489.94922,179935200
10/11/2013,40484.21094,41083.62891,40331.42969,40975.37109,40975.37109,196210500
10/14/2013,40971.82813,41034.60938,40651.08984,40882.08984,40882.08984,153722400
10/15/2013,40882.28125,40919.82813,40071.46094,40218.32031,40218.32031,187210700
10/16/2013,40227.01953,40536.28906,40004,40355.26953,40355.26953,234781300
10/17/2013,40354.94141,40451.5,40081.67188,40199.46875,40199.46875,133470300
10/18/2013,40199.46875,40572.16016,40199.46875,40412.69141,40412.69141,164602700
10/21/2013,40414.85938,40622.80078,40120.53906,40345.78125,40345.78125,236422900
10/22/2013,40351.44141,40889.42188,40301.51953,40813.48047,40813.48047,181235100
10/23/2013,40818.10938,40826.10156,40385.96875,40552.58984,40552.58984,184005300
10/24/2013,40554.03125,40689.85156,40165.07813,40246.73047,40246.73047,225168000
10/25/2013,40281.87109,40679.85156,39870.57031,40671.60938,40671.60938,289192300
10/28/2013,40671.60938,41152.91016,40648.41016,41125.01953,41125.01953,220149100
10/29/2013,41125.01953,41329.19141,41091.10156,41284.37891,41284.37891,225528200
